year,month,state,rainfall,soil_moisture,groundwater_level,population,population_consumption_per_month
2019,2,Sikkim,241.704151802,12.008335057142858,,681666.4166666666,2576699048.0
2019,3,Sikkim,599.427965065,12.67296022580645,,682446.8333333334,2856039982.0
2019,4,Sikkim,785.284917016,16.786504131666668,,683227.25,2767070370.0
2019,5,Sikkim,1654.405130216,16.394775401612904,,684007.6666666666,2862572085.0
2019,6,Sikkim,1921.968197826,17.039312317500002,,684788.0833333334,2773391730.0
2019,7,Sikkim,2774.081143647,20.482955331451613,,685568.5,2869104188.0
2019,8,Sikkim,1526.689608029,20.476304526612903,,686348.9166666666,2872370224.0
2019,9,Sikkim,1726.52684874,20.966325841666663,,687129.3333333334,2782873800.0
2019,10,Sikkim,392.159341172,17.176044438709678,,687909.75,2878902296.0
2019,11,Sikkim,19.144500457,12.987793399166666,,688690.1666666666,2789195160.0
2019,12,Sikkim,79.692189742,12.44662833064516,,689470.5833333334,2885434399.0
2020,1,Sikkim,262.840725696,9.904885166129032,,690251.0,2888700435.0
2020,2,Sikkim,155.263822833,8.880738953448276,,689146.75,2604974708.0
2020,3,Sikkim,665.642899765,11.05073336532258,,688042.5,2879457878.0
2020,4,Sikkim,1928.580474248,14.3254842025,,686938.25,2782099920.0
2020,5,Sikkim,1463.165640605,14.71607469435484,,685834.0,2870215290.0
2020,6,Sikkim,2933.111052625,15.862353753333334,,684729.75,2773155480.0
2020,7,Sikkim,3458.298526061,17.86139772580645,,683625.5,2860972702.0
2020,8,Sikkim,1038.286370372,19.73176059435484,,682521.25,2856351439.0
2020,9,Sikkim,1251.754949445,21.513065619166664,,681417.0,2759738850.0
2020,10,Sikkim,1171.301955254,19.046639550806457,,680312.75,2847108851.0
2020,11,Sikkim,266.104511847,15.057002901666667,,679208.5,2750794440.0
2020,12,Sikkim,344.322460955,14.740161052419356,,678104.25,2837866294.0
2021,1,Sikkim,320.863052466,13.946911016935484,,677000.0,2833245000.0
2021,2,Sikkim,335.063964558,12.44735849375,,677500.0,2560950000.0
2021,3,Sikkim,905.876646093,14.194501054032257,,678000.0,2837430000.0
2021,4,Sikkim,1554.546023169,15.737944595833332,,678500.0,2747925000.0
2021,5,Sikkim,2698.292261555,18.579625948387097,,679000.0,2841615000.0
2021,6,Sikkim,3941.731819087,19.327370980833333,,679500.0,2751975000.0
2021,7,Sikkim,3667.261316532,21.820312475,,680000.0,2845800000.0
2021,8,Sikkim,4173.18931501,22.056582334166663,,680500.0,2847892500.0
2021,9,Sikkim,2110.470380032,19.870439731896553,,681000.0,2758050000.0
2021,10,Sikkim,2414.953789504,16.613063905357144,,681500.0,2852077500.0
2021,11,Sikkim,71.923716726,,,682000.0,2762100000.0
2021,12,Sikkim,250.817594267,11.574245717741936,,682500.0,2856262500.0
2022,1,Sikkim,346.711504294,15.697637865,,683000.0,2858355000.0
2022,2,Sikkim,617.826644888,15.893327150892857,,683500.0,2583630000.0
2022,3,Sikkim,435.071458061,13.172996662096772,,684000.0,2862540000.0
2022,4,Sikkim,1922.276357654,15.179608143333333,,684500.0,2772225000.0
2022,5,Sikkim,2194.970928105,16.433189485,,685000.0,2866725000.0
2022,6,Sikkim,4429.408598325,19.857833777712496,,685500.0,2776275000.0
2022,7,Sikkim,2539.986076285,17.81137274631129,,686000.0,2870910000.0
2022,8,Sikkim,2723.7162203318,20.209756068500003,,686500.0,2873002500.0
2022,9,Sikkim,3028.8303929936,19.341275115381663,,687000.0,2782350000.0
2022,10,Sikkim,1413.1193830568,15.780951744478225,,687500.0,2877187500.0
2022,11,Sikkim,37.022046405,10.539073191903448,,688000.0,2786400000.0
2022,12,Sikkim,19.0435251506,8.909841737916937,,688500.0,2881372500.0
2023,1,Sikkim,17.810275664,8.619751851745834,,689000.0,2883465000.0
2023,2,Sikkim,578.5093677946,9.31713811644074,,689500.0,2606310000.0
2023,3,Sikkim,1246.2618585067,14.64311591255,,690000.0,2887650000.0
2023,4,Sikkim,1695.355435718,16.54567167369,,690500.0,2796525000.0
2023,5,Sikkim,1803.1860777887,17.32054300787339,,691000.0,2891835000.0
2023,6,Sikkim,3585.1108419065,17.7598987130525,,691500.0,2800575000.0
2023,7,Sikkim,2934.6689076794,20.774709306013712,,692000.0,2896020000.0
2023,8,Sikkim,3828.5152672146,22.096800533700808,,692500.0,2898112500.0
2023,9,Sikkim,1513.5158447866,17.7088711480025,,693000.0,2806650000.0
2023,10,Sikkim,1505.6046382846,16.98333617085326,,693500.0,2902297500.0
2023,11,Sikkim,117.3218833267,11.429181232311668,,694000.0,2810700000.0
2023,12,Sikkim,78.0310788214,11.364588179450807,,694500.0,2906482500.0
2024,1,Sikkim,21.9434435202,10.659408461519828,,695000.0,2908575000.0
2024,2,Sikkim,72.6282357614,11.341308019888794,,695583.3333333334,2629305000.0
2024,3,Sikkim,377.767059354,13.625808171796775,,696166.6666666666,2913457500.0
2024,4,Sikkim,197.9656852371,13.567250686555171,,696750.0,2821837500.0
2024,5,Sikkim,491.1243320108,15.499438840908873,,697333.3333333334,2918340000.0
2024,6,Sikkim,1424.5551684731,19.99135926673583,,697916.6666666666,2826562500.0
2024,7,Sikkim,1053.5993936406,21.45391483216875,,698500.0,2923222500.0
2024,8,Sikkim,1387.4475451561,23.68686026734032,,699083.3333333334,2925663750.0
2024,9,Sikkim,1198.3825502099,22.11734335469,,699666.6666666666,2833650000.0
2024,10,Sikkim,512.5102076177,22.8297868846125,,700250.0,2930546250.0
2024,11,Sikkim,42.9090134357,,,700833.3333333334,2838375000.0
2024,12,Sikkim,20.0814867826,,,701416.6666666666,2935428750.0
2025,1,Sikkim,53.1800128246,10.795850221226612,,,
2025,2,Sikkim,327.4523467182,11.577308921614424,,,
2025,3,Sikkim,285.359076978,13.59297560838387,,,
2025,4,Sikkim,895.6179187256,14.954628821479998,,,
2025,5,Sikkim,1526.5642497168,17.495260537205557,,,
2025,6,Sikkim,1730.773534821,18.011067306795,,,
2018,1,Tamil Nadu,103.348749574,,7.000666666666667,76481545.0,320075265825.0
2018,2,Tamil Nadu,47.115021365,,7.67337037037037,76454691.5,288998733856.0
2018,3,Tamil Nadu,52.868616298,,8.346074074074075,76427838.0,319850502030.0
2018,4,Tamil Nadu,136.888026208,,9.018777777777778,76400984.5,309423987240.0
2018,5,Tamil Nadu,199.910342197,,9.691481481481482,76374131.0,319625738235.0
2018,6,Tamil Nadu,1123.709385016,,19.75,76347277.5,309206473860.0
2018,7,Tamil Nadu,1519.270444787,18.60477020675676,5.33,76320424.0,319400974440.0
2018,8,Tamil Nadu,4597.007973505,20.162657945510023,8.257407407407408,76293570.5,319288592558.0
2018,9,Tamil Nadu,4334.517304707,18.78298463738739,7.970800340570456,76266717.0,308880203850.0
2018,10,Tamil Nadu,6511.965018613,24.792809181429817,7.684193273733504,76239863.5,319063828732.0
2018,11,Tamil Nadu,6742.328015495,25.10897451162162,7.397586206896552,76213010.0,308662690500.0
2018,12,Tamil Nadu,3218.705097271,17.41436002537053,7.438626436781609,76186156.5,318839064968.0
2019,1,Tamil Nadu,29.966349651,11.458705699490167,7.479666666666668,76159303.0,318726683055.0
2019,2,Tamil Nadu,90.207166899,10.105304725275737,4.189833333333334,76299466.66666667,288411984000.0
2019,3,Tamil Nadu,113.29305994,9.388772970178156,0.9,76439630.33333333,319899852945.0
2019,4,Tamil Nadu,467.675723609,7.249793511660079,5.332833333333334,76579794.0,310148165700.0
2019,5,Tamil Nadu,650.929392297,11.352576247670251,9.765666666666668,76719957.66666667,321073022835.0
2019,6,Tamil Nadu,831.488335661,15.322191080944206,9.662,76860121.33333333,311283491400.0
2019,7,Tamil Nadu,1561.087282031,19.826856268864468,9.558333333333334,77000285.0,322246192725.0
2019,8,Tamil Nadu,3691.914670023,23.61567786221441,9.454666666666666,77140448.66666667,322832777670.0
2019,9,Tamil Nadu,4486.200160765,26.55185441454139,8.303444444444445,77280612.33333333,312986479950.0
2019,10,Tamil Nadu,6442.587207729,25.877635097945845,7.152222222222223,77420776.0,324005947560.0
2019,11,Tamil Nadu,3755.410478635,25.046021303549782,6.001,77560939.66666667,314121805650.0
2019,12,Tamil Nadu,2879.342429639,23.29443748373102,3.0,77701103.33333333,325179117450.0
2020,1,Tamil Nadu,285.427775649,14.848125210897994,6.181666666666667,77841267.0,325765702395.0
2020,2,Tamil Nadu,59.829818423,12.840421444268406,6.391666666666667,77721328.08333333,293786620148.0
2020,3,Tamil Nadu,139.845053392,13.09946927070619,6.601666666666667,77601389.16666667,324761813678.0
2020,4,Tamil Nadu,2420.880106927,18.87430423918919,6.8116666666666665,77481450.25,313799873520.0
2020,5,Tamil Nadu,1916.61674236,21.115651531211856,7.0216666666666665,77361511.33333333,323757924930.0
2020,6,Tamil Nadu,3605.328407425,24.047822432252257,7.231666666666667,77241572.41666667,312828368280.0
2020,7,Tamil Nadu,6809.39479123,27.117389437053184,7.441666666666666,77121633.5,322754036182.0
2020,8,Tamil Nadu,3085.061173571,25.88155046172624,7.651666666666666,77001694.58333333,322252091839.0
2020,9,Tamil Nadu,4182.465704129,26.999369104594592,7.332905982905983,76881755.66666667,311371110450.0
2020,10,Tamil Nadu,2211.157852698,20.38561284847428,7.0141452991453,76761816.75,321248203091.0
2020,11,Tamil Nadu,4211.34919215,22.323538844054053,6.695384615384616,76641877.83333333,310399605240.0
2020,12,Tamil Nadu,3589.703407302,23.444036051874455,5.866923076923078,76521938.91666667,320244314374.0
2021,1,Tamil Nadu,4245.349557914,22.986949670095903,5.038461538461538,76402000.0,319742370000.0
2021,2,Tamil Nadu,502.13958946,16.51917659198842,5.226661614247821,76421083.33333333,288871695000.0
2021,3,Tamil Nadu,287.612430722,14.641223831560591,5.414861690034104,76440166.66666667,319902097500.0
2021,4,Tamil Nadu,1281.505115663,15.841606966666667,5.603061765820386,76459250.0,309659962500.0
2021,5,Tamil Nadu,2685.196244144,18.81810025771578,5.791261841606669,76478333.33333333,320061825000.0
2021,6,Tamil Nadu,2173.014923615,19.071070746036035,5.9794619173929515,76497416.66666667,309814537500.0
2021,7,Tamil Nadu,4297.979823171,20.361676708020923,6.167661993179234,76516500.0,320221552500.0
2021,8,Tamil Nadu,3158.66821474,18.517415754414415,6.355862068965517,76535583.33333333,320301416250.0
2021,9,Tamil Nadu,3903.372283034,20.498153969835467,5.771019157088122,76554666.66666667,310046400000.0
2021,10,Tamil Nadu,7681.995834592,23.87998000019305,5.186176245210728,76573750.0,320461143750.0
2021,11,Tamil Nadu,15682.3890656,,4.601333333333333,76592833.33333333,310200975000.0
2021,12,Tamil Nadu,1816.046303444,21.61570535497336,3.980833333333333,76611916.66666667,320620871250.0
2022,1,Tamil Nadu,880.99553361,18.11889600837838,3.3603333333333336,76631000.0,320700735000.0
2022,2,Tamil Nadu,239.954296016,15.13715308146718,3.817365384615385,76650083.33333333,289737315000.0
2022,3,Tamil Nadu,395.144842546,13.871106724324324,4.274397435897436,76669166.66666667,320860462500.0
2022,4,Tamil Nadu,1985.1653220956,17.456944676306307,4.731429487179487,76688250.0,310587412500.0
2022,5,Tamil Nadu,2820.7742512421,20.1207176609009,5.188461538461539,76707333.33333333,321020190000.0
2022,6,Tamil Nadu,1991.3107892992,19.808289226705405,1300.7892307692307,76726416.66666667,310741987500.0
2022,7,Tamil Nadu,3784.3964638203,18.629600235354317,2596.39,76745500.0,321179917500.0
2022,8,Tamil Nadu,4731.6625890874,20.51969841958239,6.89551724137931,76764583.33333333,321259781250.0
2022,9,Tamil Nadu,2877.5871143892,19.69201230917469,10.58181818181818,76783666.66666667,310973850000.0
2022,10,Tamil Nadu,3903.2797313687,21.290991034869048,10.555454545454545,76802750.0,321419508750.0
2022,11,Tamil Nadu,5170.5915894027,22.758537450410877,5.562068965517242,76821833.33333333,311128425000.0
2022,12,Tamil Nadu,3024.6698624317,21.550105142048388,7.08,76840916.66666667,321579236250.0
2023,1,Tamil Nadu,169.9768754371,16.80304675874802,6.760645161290322,76860000.0,321659100000.0
2023,2,Tamil Nadu,172.919821284,15.618989502950951,7.812666666666667,76879083.33333333,290602935000.0
2023,3,Tamil Nadu,812.1548931215,15.111730205947865,9.335555555555556,76898166.66666667,321818827500.0
2023,4,Tamil Nadu,1103.928141162,16.772445002492884,9.568148148148149,76917250.0,311514862500.0
2023,5,Tamil Nadu,3312.8906992646,21.419783552409765,8.537096774193548,76936333.33333333,321978555000.0
2023,6,Tamil Nadu,1642.3912136773,19.259223528208917,11.819090909090908,76955416.66666667,311669437500.0
2023,7,Tamil Nadu,1929.8844092322,17.99541167080506,13.868666666666666,76974500.0,322138282500.0
2023,8,Tamil Nadu,2458.4678736779,17.30193826275458,13.3415625,76993583.33333333,322218146250.0
2023,9,Tamil Nadu,4406.2967192782,20.775253756685135,15.534,77012666.66666667,311901300000.0
2023,10,Tamil Nadu,2608.8652457138,19.53324847850912,15.206333333333331,77031750.0,322377873750.0
2023,11,Tamil Nadu,7038.0973194337,23.470739479254235,13.26258064516129,77050833.33333333,312055875000.0
2023,12,Tamil Nadu,3355.3720946867,21.210500729355186,15.568064516129033,77069916.66666667,322537601250.0
2024,1,Tamil Nadu,1260.3400162162,18.79788949322824,12.126666666666669,77089000.0,322617465000.0
2024,2,Tamil Nadu,32.8158156124,14.69606919229916,14.279333333333334,77108000.0,291468240000.0
2024,3,Tamil Nadu,56.1046494856,12.462549190905316,4.91,77127000.0,322776495000.0
2024,4,Tamil Nadu,137.3167083641,12.396575307985763,9.596666666666666,77146000.0,312441300000.0
2024,5,Tamil Nadu,3764.3389017789,19.2438438382143,-10.580645161290322,77165000.0,322935525000.0
2024,6,Tamil Nadu,2842.1811080371,21.384439106206756,-12.218333333333334,77184000.0,312595200000.0
2024,7,Tamil Nadu,1885.8085693642,17.371106119769014,-12.502333333333333,77203000.0,323094555000.0
2024,8,Tamil Nadu,5089.5233440403,22.21196898945388,-11.254193548387097,77222000.0,323174070000.0
2024,9,Tamil Nadu,1157.4342030934,16.122767221957208,-11.971666666666668,77241000.0,312826050000.0
2024,10,Tamil Nadu,6109.7930295419,22.24111015577973,-11.260333333333334,77260000.0,323333100000.0
2024,11,Tamil Nadu,4579.4869623261,,-9.859354838709676,77279000.0,312979950000.0
2024,12,Tamil Nadu,5401.6540352446,,-10.155333333333331,77298000.0,323492130000.0
2025,1,Tamil Nadu,1089.0039607488,18.79263609505466,,,
2025,2,Tamil Nadu,298.7427802623,14.962612285197748,,,
2025,3,Tamil Nadu,1718.985933388,16.511810525442613,,,
2025,4,Tamil Nadu,3451.2564659972,17.411418691396065,,,
2025,5,Tamil Nadu,7100.0707446353,21.35611486360348,,,
2025,6,Tamil Nadu,3151.4448709191,19.219027802074237,,,
2018,1,Telangana,0.0,,8.712857142857143,38472769.0,161008538265.0
2018,2,Telangana,0.0,,9.448571428571428,38516343.666666664,145591779060.0
2018,3,Telangana,29.543532062,,10.184285714285714,38559918.333333336,161373258225.0
2018,4,Telangana,85.55231921,,10.92,38603493.0,156344146650.0
2018,5,Telangana,493.018845567,,11.655714285714286,38647067.666666664,161737978185.0
2018,6,Telangana,715.088043024,,6.0528571428571425,38690642.333333336,156697101450.0
2018,7,Telangana,3526.248932839,21.364994343181817,0.45,38734217.0,162102698145.0
2018,8,Telangana,10686.663951913,24.67163058523949,8.502857142857142,38777791.666666664,162285058125.0
2018,9,Telangana,8751.869663848,20.682332644747472,8.368571428571428,38821366.333333336,157226533650.0
2018,10,Telangana,2630.924822176,16.456280340566963,8.234285714285713,38864941.0,162649778085.0
2018,11,Telangana,411.927698134,8.078014408585858,8.1,38908515.666666664,157579488450.0
2018,12,Telangana,607.073634849,6.65246237937439,4.844285714285713,38952090.333333336,163014498045.0
2019,1,Telangana,724.652995334,6.300246719843598,10.532857142857145,38995665.0,163196858025.0
2019,2,Telangana,33.26427348,6.7051278262987015,1.285,38955274.75,147250938548.0
2019,3,Telangana,69.648885402,5.821429391397849,3.5,38914884.5,162858791648.0
2019,4,Telangana,421.820421146,5.556267251616162,8.309999999999999,38874494.25,157441701720.0
2019,5,Telangana,401.054332727,6.533825852688172,13.12,38834104.0,162520725240.0
2019,6,Telangana,2644.872270892,18.362946567070708,11.903333333333332,38793713.75,157114540680.0
2019,7,Telangana,6792.789103328,26.473289817302053,10.686666666666667,38753323.5,162182658832.0
2019,8,Telangana,8166.676739483,28.65133658103617,9.47,38712933.25,162013625659.0
2019,9,Telangana,7123.18781183,30.464463787373735,8.484285714285715,38672543.0,156623799150.0
2019,10,Telangana,4467.208522086,30.39744333607038,7.498571428571428,38632152.75,161675559251.0
2019,11,Telangana,137.387170986,20.82926657484849,6.5128571428571425,38591762.5,156296638140.0
2019,12,Telangana,93.011368904,11.808243944868035,7.372857142857143,38551372.25,161337492874.0
2020,1,Telangana,270.739538865,14.05053014907136,8.232857142857144,38510982.0,161168459670.0
2020,2,Telangana,247.605145431,13.572452020167187,7.7738775510204094,38445483.5,145323927616.0
2020,3,Telangana,580.676920009,15.455761106256109,7.314897959183674,38379985.0,160620237225.0
2020,4,Telangana,1032.443906406,18.5794384830303,6.8559183673469395,38314486.5,155173670340.0
2020,5,Telangana,1675.296258608,20.59136601427175,6.396938775510204,38248988.0,160072014780.0
2020,6,Telangana,6403.178305465,27.236568605656565,5.9379591836734695,38183489.5,154643132460.0
2020,7,Telangana,9196.3744318,30.27242523108504,5.478979591836735,38117991.0,159523792335.0
2020,8,Telangana,4533.631642722,30.49191036177908,5.02,38052492.5,159249681128.0
2020,9,Telangana,5146.292217664,30.023846374040406,4.885238095238095,37986994.0,153847325700.0
2020,10,Telangana,3339.819721024,26.062442751417397,4.75047619047619,37921495.5,158701458652.0
2020,11,Telangana,187.783737257,17.57206038060606,4.615714285714286,37855997.0,153316787850.0
2020,12,Telangana,175.611910381,15.914280325806452,5.7057142857142855,37790498.5,158153236238.0
2021,1,Telangana,83.760059416,13.888447067546432,6.795714285714285,37725000.0,157879125000.0
2021,2,Telangana,118.633311641,12.595177851948051,6.630816326530612,37740166.666666664,142657830000.0
2021,3,Telangana,4.696081454,10.374276927174977,6.465918367346939,37755333.333333336,158006070000.0
2021,4,Telangana,825.8672408,14.971340704141411,6.301020408163265,37770500.0,152970525000.0
2021,5,Telangana,1360.718783142,18.47005384193548,6.136122448979592,37785666.666666664,158133015000.0
2021,6,Telangana,6075.674080984,24.585723820101013,5.971224489795918,37800833.333333336,153093375000.0
2021,7,Telangana,12000.014375272,27.813360025806453,5.806326530612245,37816000.0,158259960000.0
2021,8,Telangana,6347.747747496,23.878418152525253,5.6414285714285715,37831166.666666664,158323432500.0
2021,9,Telangana,7823.357398387,27.140209547021943,5.3619047619047615,37846333.333333336,153277650000.0
2021,10,Telangana,1992.843771891,24.334501610173163,5.082380952380952,37861500.0,158450377500.0
2021,11,Telangana,1113.809033168,,4.8028571428571425,37876666.666666664,153400500000.0
2021,12,Telangana,43.210223035,16.678472528543498,5.394285714285714,37891833.333333336,158577322500.0
2022,1,Telangana,829.696243559,17.392762312512414,5.985714285714286,37907000.0,158640795000.0
2022,2,Telangana,19.677327148,15.898807141738198,6.732857142857143,37922250.0,143346105000.0
2022,3,Telangana,53.141582867,14.386558291190708,7.48,37937500.0,158768437500.0
2022,4,Telangana,182.0668504127,14.041147464814816,8.227142857142859,37952750.0,153708637500.0
2022,5,Telangana,1061.4851623807,18.128611800396826,8.974285714285715,37968000.0,158896080000.0
2022,6,Telangana,4402.5366230796,22.3334654989638,7.485238095238096,37983250.0,153832162500.0
2022,7,Telangana,14485.49110982,28.56394391893996,5.996190476190476,37998500.0,159023722500.0
2022,8,Telangana,6321.3279551344,27.158633178533236,4.507142857142857,38013750.0,159087543750.0
2022,9,Telangana,6685.6981719728,25.721677627251733,4.178571428571429,38029000.0,154017450000.0
2022,10,Telangana,3358.1480805452,25.31701779834945,3.85,38044250.0,159215186250.0
2022,11,Telangana,57.8304158257,16.5733978356558,4.448571428571428,38059500.0,154140975000.0
2022,12,Telangana,196.4729844242,14.611458916289584,6.316666666666666,38074750.0,159342828750.0
2023,1,Telangana,16.1462325387,13.840303158191846,6.315714285714286,38090000.0,159406650000.0
2023,2,Telangana,0.6625599015,13.359468512588435,7.71,38105166.666666664,144037530000.0
2023,3,Telangana,1447.2494195002,16.586617583604244,8.291904761904762,38120333.333333336,159533595000.0
2023,4,Telangana,1367.8596153723,18.44821282740175,8.8205,38135500.0,154448775000.0
2023,5,Telangana,2016.3381099752,21.92574607598308,8.256190476190476,38150666.666666664,159660540000.0
2023,6,Telangana,1952.0036065737,20.45064590258206,8.938095238095238,38165833.333333336,154571625000.0
2023,7,Telangana,13269.0151277992,27.681520390752983,8.113333333333333,38181000.0,159787485000.0
2023,8,Telangana,1896.4889424061,22.343097493189703,7.4475,38196166.666666664,159850957500.0
2023,9,Telangana,5209.6491787402,25.47658085015126,7.126,38211333.333333336,154755900000.0
2023,10,Telangana,120.796897624,17.67764966185779,7.2365,38226500.0,159977902500.0
2023,11,Telangana,554.0337968918,15.518462195424071,7.420952380952381,38241666.666666664,154878750000.0
2023,12,Telangana,685.7269873875,17.1968098421205,7.453809523809523,38256833.333333336,160104847500.0
2024,1,Telangana,4.6421391213000005,14.800325563830269,8.357142857142858,38272000.0,160168320000.0
2024,2,Telangana,31.0432001841,13.728960119266002,8.991904761904763,38287166.666666664,144725490000.0
2024,3,Telangana,240.7377673447,13.858186134019212,7.842619047619049,38302333.333333336,160295265000.0
2024,4,Telangana,359.199121348,14.279472245875724,6.693333333333334,38317500.0,155185875000.0
2024,5,Telangana,1819.1150549378,19.766637342298154,-8.441904761904762,38332666.666666664,160422210000.0
2024,6,Telangana,4559.7625160668,23.90270528472541,-9.582857142857144,38347833.333333336,155308725000.0
2024,7,Telangana,6958.686839681,26.35772954779203,-8.673809523809524,38363000.0,160549155000.0
2024,8,Telangana,8021.774684324,28.749807752684653,-7.427619047619047,38378166.666666664,160612627500.0
2024,9,Telangana,7304.1419981107,27.538020405713763,-5.760952380952381,38393333.333333336,155493000000.0
2024,10,Telangana,2885.0341431844,27.28918626654767,-6.028095238095237,38408500.0,160739572500.0
2024,11,Telangana,108.8850585285,,-6.327619047619048,38423666.666666664,155615850000.0
2024,12,Telangana,507.6397191555,,-6.770952380952381,38438833.333333336,160866517500.0
2025,1,Telangana,7.904512398,15.14118091133832,,,
2025,2,Telangana,7.7620332876,13.839549454658744,,,
2025,3,Telangana,606.0827669865,13.988038682557823,,,
2025,4,Telangana,1701.1577909015,16.807168694521465,,,
2025,5,Telangana,7405.3976951235,22.63886287321424,,,
2025,6,Telangana,6204.2893926922,23.612143916768485,,,
2018,1,Tripura,73.91394537,,2.9475,4057847.0,16982089695.0
2018,2,Tripura,36.956972685,,3.90375,4062499.0,15356246220.0
2018,3,Tripura,82.255296359,,4.859999999999999,4067151.0,17021026935.0
2018,4,Tripura,236.356129708,,4.5745,4071803.0,16490802150.0
2018,5,Tripura,1700.431087683,,4.289,4076455.0,17059964175.0
2018,6,Tripura,3840.708858838,,4.0035,4081107.0,16528483350.0
2018,7,Tripura,5567.920973643,28.4704776984375,3.718,4085759.0,17098901415.0
2018,8,Tripura,5379.673552526,27.973407352016128,3.4325,4090411.0,17118370035.0
2018,9,Tripura,4228.83133131,25.4922711875,3.756666666666667,4095063.0,16585005150.0
2018,10,Tripura,2475.984225053,22.80005827862903,4.0808333333333335,4099715.0,17157307275.0
2018,11,Tripura,910.730462545,18.040705385000003,4.405,4104367.0,16622686350.0
2018,12,Tripura,243.483351917,15.455224918951613,4.858750000000001,4109019.0,17196244515.0
2019,1,Tripura,0.699156879,13.671562760080644,5.3125,4113671.0,17215713135.0
2019,2,Tripura,342.008806317,12.965083151339286,5.22,4118347.9166666665,15567355132.0
2019,3,Tripura,306.433299171,17.747420142338708,5.1274999999999995,4123024.8333333335,17254858912.0
2019,4,Tripura,1527.252027908,21.299756946666665,4.949,4127701.75,16717192080.0
2019,5,Tripura,2617.882859794,22.9162698375,4.770499999999999,4132378.6666666665,17294004720.0
2019,6,Tripura,2330.286439718,25.82974721791667,4.592,4137055.5833333335,16755075120.0
2019,7,Tripura,4893.995558853,27.503695689516128,4.413499999999999,4141732.5,17333150528.0
2019,8,Tripura,2097.434563677,27.00850085201613,4.234999999999999,4146409.4166666665,17352723401.0
2019,9,Tripura,2114.178271899,27.27848730291667,4.1674999999999995,4151086.3333333335,16811899650.0
2019,10,Tripura,1383.765612808,25.594712235887098,4.1,4155763.25,17391869209.0
2019,11,Tripura,441.387533861,22.50465619375,4.0325,4160440.1666666665,16849782660.0
2019,12,Tripura,46.438059132,16.562219606854836,4.55,4165117.0833333335,17431014986.0
2020,1,Tripura,527.213651388,17.415002538306453,5.0675,4169794.0,17450587890.0
2020,2,Tripura,33.859081714,14.004700968103448,5.0964285714285715,4161561.1666666665,15730701224.0
2020,3,Tripura,97.428573237,11.953435902016128,5.125357142857142,4153328.3333333335,17381679075.0
2020,4,Tripura,4358.411516514,18.054605129166667,5.154285714285714,4145095.5,16787636760.0
2020,5,Tripura,5676.451298352,21.613177330241935,5.1832142857142856,4136862.6666666665,17312770260.0
2020,6,Tripura,7521.381257272,25.826141889166667,5.212142857142857,4128629.8333333335,16720950840.0
2020,7,Tripura,5922.709115058,25.80276657983871,5.241071428571428,4120397.0,17243861445.0
2020,8,Tripura,2387.595529769,25.373833903225805,5.27,4112164.1666666665,17209407022.0
2020,9,Tripura,3200.207686289,26.534542319583338,4.844166666666666,4103931.3333333335,16620921900.0
2020,10,Tripura,2727.258044089,22.445726896370967,4.418333333333333,4095698.5,17140498238.0
2020,11,Tripura,561.766424327,17.62170810625,3.9925,4087465.6666666665,16554235950.0
2020,12,Tripura,47.307049013,12.257526765725808,4.48375,4079232.8333333335,17071589392.0
2021,1,Tripura,355.89786053,11.790382065725806,4.975,4071000.0,17037135000.0
2021,2,Tripura,0.0,10.46102398214286,4.757857142857143,4074166.6666666665,15400350000.0
2021,3,Tripura,1020.919185363,13.417710491129032,4.5407142857142855,4077333.3333333335,17063640000.0
2021,4,Tripura,670.094398976,14.74690516875,4.323571428571428,4080500.0,16526025000.0
2021,5,Tripura,4696.412012849,19.00650127862903,4.106428571428571,4083666.6666666665,17090145000.0
2021,6,Tripura,5375.888167649,21.389029555416663,3.8892857142857142,4086833.3333333335,16551675000.0
2021,7,Tripura,7832.535668722,23.00586865604839,3.672142857142857,4090000.0,17116650000.0
2021,8,Tripura,6184.252269953,23.12794926375,3.455,4093166.6666666665,17129902500.0
2021,9,Tripura,6010.851172239,23.403508348275864,3.94,4096333.3333333335,16590150000.0
2021,10,Tripura,2084.732129356,21.50332277321429,4.425,4099500.0,17156407500.0
2021,11,Tripura,269.982978975,,4.91,4102666.6666666665,16615800000.0
2021,12,Tripura,2059.902862272,18.232843030645164,5.055,4105833.3333333335,17182912500.0
2022,1,Tripura,267.425579381,15.306031122083334,5.2,4109000.0,17196165000.0
2022,2,Tripura,501.619951194,16.567600010714283,5.27,4112166.6666666665,15543990000.0
2022,3,Tripura,398.294546418,13.324436987903225,5.34,4115333.3333333335,17222670000.0
2022,4,Tripura,1910.920995511,17.08872653125,5.0165,4118500.0,16679925000.0
2022,5,Tripura,6189.435397574,21.47293450375,4.693,4121666.6666666665,17249175000.0
2022,6,Tripura,6163.855498271,23.260455837023752,4.3695,4124833.3333333335,16705575000.0
2022,7,Tripura,4800.706308489,21.986731688052014,4.046,4128000.0,17275680000.0
2022,8,Tripura,4065.6279965476,22.238212921351614,3.7225,4131166.6666666665,17288932500.0
2022,9,Tripura,4422.3352387259,23.204654472914168,4.038333333333333,4134333.3333333335,16744050000.0
2022,10,Tripura,4166.0194847043,21.82598631355726,4.354166666666667,4137500.0,17315437500.0
2022,11,Tripura,3.1112448579,14.91043278486293,4.67,4140666.6666666665,16769700000.0
